month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2018-08,43,1412,426,1,427,0.0023,24,6,False,api_calls::android/app/Activity;->startActivity(+0.338); intents::android_intent_action_MAIN(+0.285); intents::android_intent_category_LAUNCHER(+0.284); api_permissions::android_permission_INTERNET(+0.264); interesting_calls::printStackTrace(+0.263); interesting_calls::getSystemService(+0.262); app_permissions::name='android_permission_INTERNET'(+0.252); api_permissions::android_permission_READ_CONTACTS(+0.212); activities::_MainActivity(+0.197); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.192)
2018-08,44,7337,1401,745,2146,0.3472,24,7,False,api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.232); interesting_calls::getSystemService(+0.229); api_permissions::android_permission_INTERNET(+0.227); intents::android_intent_action_MAIN(+0.227); intents::android_intent_category_LAUNCHER(+0.227); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.222); interesting_calls::getPackageInfo(+0.216); app_permissions::name='android_permission_INTERNET'(+0.215); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.205); interesting_calls::Obfuscation(Base64)(+0.204)
2018-08,45,788,248,21,269,0.0781,22,7,False,api_permissions::android_permission_WAKE_LOCK(+0.246); interesting_calls::getSystemService(+0.232); intents::android_intent_action_MAIN(+0.230); intents::android_intent_category_LAUNCHER(+0.230); api_permissions::android_permission_INTERNET(+0.227); interesting_calls::Read/Write External Storage(+0.218); api_permissions::android_permission_VIBRATE(+0.215); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.214); app_permissions::name='android_permission_INTERNET'(+0.203); api_permissions::android_permission_READ_CONTACTS(+0.196)
2018-08,46,1440,527,42,569,0.0738,21,9,False,intents::android_intent_action_MAIN(+0.262); intents::android_intent_category_LAUNCHER(+0.261); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.254); app_permissions::name='android_permission_INTERNET'(+0.251); api_permissions::android_permission_INTERNET(+0.224); interesting_calls::getSystemService(+0.224); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.223); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.207); interesting_calls::printStackTrace(+0.204); activities::_MainActivity(+0.188)
2018-08,47,924,280,1,281,0.0036,20,10,False,interesting_calls::getDeviceId(+0.178); api_permissions::android_permission_WAKE_LOCK(+0.175); api_permissions::android_permission_VIBRATE(+0.173); interesting_calls::Read/Write External Storage(+0.165); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.164); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.162); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.162); interesting_calls::Obfuscation(Base64)(+0.160); api_permissions::android_permission_CAMERA(+0.155); api_calls::android/hardware/Camera;->open(+0.155)
2018-08,48,212,64,0,64,0.0,19,12,False,intents::android_intent_action_MAIN(+0.293); api_calls::android/webkit/WebView(+0.292); intents::android_intent_category_LAUNCHER(+0.292); activities::_MainActivity(+0.255); api_permissions::android_permission_INTERNET(+0.245); interesting_calls::getSystemService(+0.244); app_permissions::name='android_permission_INTERNET'(+0.238); api_permissions::android_permission_RECORD_AUDIO(+0.221); interesting_calls::Read/Write External Storage(+0.221); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.220)
2018-08,49,195,67,2,69,0.029,18,13,False,intents::android_intent_category_DEFAULT(+0.311); intents::android_intent_action_MAIN(+0.289); intents::android_intent_category_LAUNCHER(+0.286); interesting_calls::getSystemService(+0.259); app_permissions::name='android_permission_INTERNET'(+0.254); api_permissions::android_permission_INTERNET(+0.254); intents::android_intent_action_VIEW(+0.237); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.222); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.201); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.200)
2018-08,50,1173,372,2,374,0.0053,14,14,False,interesting_calls::getPackageInfo(+0.215); api_permissions::android_permission_VIBRATE(+0.199); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.196); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.192); app_permissions::name='android_permission_INTERNET'(+0.189); intents::android_intent_action_MAIN(+0.187); interesting_calls::getSystemService(+0.186); intents::android_intent_category_LAUNCHER(+0.185); api_permissions::android_permission_INTERNET(+0.181); api_calls::android/app/NotificationManager;->notify(+0.176)
2018-08,51,67,24,1,25,0.04,16,14,False,app_permissions::name='android_permission_READ_PHONE_STATE'(+0.304); intents::android_intent_action_MAIN(+0.293); intents::android_intent_category_LAUNCHER(+0.291); app_permissions::name='android_permission_INTERNET'(+0.284); interesting_calls::getSystemService(+0.252); api_permissions::android_permission_INTERNET(+0.250); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.247); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.211); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.210); interesting_calls::getPackageInfo(+0.205)
2018-08,52,79,33,0,33,0.0,15,16,False,activities::com_ibuildapp_romanblack_TableReservationPlugin_TableReservatoinFacebookAuthorization(+0.141); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.123); interesting_calls::Read/Write External Storage(+0.106); interesting_calls::Obfuscation(Base64)(+0.102); app_permissions::name='android_permission_ACCESS_FINE_LOCATION'(+0.101); api_permissions::android_permission_READ_CONTACTS(+0.101); api_permissions::android_permission_READ_PHONE_STATE(+0.099); intents::android_intent_category_LAUNCHER(+0.098); interesting_calls::getSystemService(+0.097); api_permissions::android_permission_INTERNET(+0.096)
2018-08,53,104,43,3,46,0.0652,15,16,False,api_permissions::android_permission_WAKE_LOCK(+0.331); api_calls::android/media/MediaPlayer;->start(+0.313); intents::android_intent_action_MAIN(+0.288); intents::android_intent_category_LAUNCHER(+0.287); interesting_calls::getSystemService(+0.267); api_permissions::android_permission_INTERNET(+0.257); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.218); app_permissions::name='android_permission_INTERNET'(+0.213); interesting_calls::Read/Write External Storage(+0.212); api_permissions::android_permission_READ_CONTACTS(+0.188)
2018-08,54,255,31,33,64,0.5156,14,17,False,activities::_MainActivity(+0.453); intents::android_intent_action_MAIN(+0.318); intents::android_intent_category_LAUNCHER(+0.317); interesting_calls::getSystemService(+0.261); api_permissions::android_permission_INTERNET(+0.261); app_permissions::name='android_permission_INTERNET'(+0.256); api_calls::android/webkit/WebView(+0.249); api_calls::android/content/Context;->startActivity(+0.206); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.183); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.179)
2018-08,55,291,54,60,114,0.5263,13,18,False,api_permissions::android_permission_READ_LOGS(+0.300); api_calls::java/lang/Runtime;->exec(+0.299); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.278); intents::android_intent_action_MAIN(+0.253); intents::android_intent_category_LAUNCHER(+0.251); interesting_calls::printStackTrace(+0.249); app_permissions::name='android_permission_INTERNET'(+0.242); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.217); interesting_calls::getSystemService(+0.205); api_permissions::android_permission_INTERNET(+0.201)
2018-08,56,113,30,2,32,0.0625,11,19,False,api_permissions::android_permission_WAKE_LOCK(+0.298); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.284); intents::android_intent_category_DEFAULT(+0.272); intents::android_intent_action_MAIN(+0.225); intents::android_intent_category_LAUNCHER(+0.224); intents::android_intent_action_VIEW(+0.219); interesting_calls::Read/Write External Storage(+0.213); api_calls::android/media/MediaPlayer;->start(+0.211); interesting_calls::getSystemService(+0.204); api_permissions::android_permission_INTERNET(+0.192)
2018-08,57,107,42,0,42,0.0,11,20,False,intents::android_intent_action_MAIN(+0.243); intents::android_intent_category_LAUNCHER(+0.241); interesting_calls::printStackTrace(+0.233); interesting_calls::getSystemService(+0.228); interesting_calls::Read/Write External Storage(+0.224); api_permissions::android_permission_INTERNET(+0.224); app_permissions::name='android_permission_INTERNET'(+0.213); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.205); api_permissions::android_permission_VIBRATE(+0.198); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.195)
2018-08,58,124,47,2,49,0.0408,10,21,False,intents::android_intent_action_MAIN(+0.238); intents::android_intent_category_LAUNCHER(+0.236); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.226); interesting_calls::getSystemService(+0.224); api_permissions::android_permission_INTERNET(+0.221); app_permissions::name='android_permission_INTERNET'(+0.213); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.204); interesting_calls::Read/Write External Storage(+0.196); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.189); interesting_calls::printStackTrace(+0.187)
2018-08,59,13,8,0,8,0.0,5,22,False,intents::android_intent_action_MAIN(+0.264); intents::android_intent_category_LAUNCHER(+0.260); interesting_calls::getSystemService(+0.249); api_permissions::android_permission_INTERNET(+0.247); app_permissions::name='android_permission_INTERNET'(+0.231); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.226); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.211); api_permissions::android_permission_READ_CONTACTS(+0.191); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.190); interesting_calls::getPackageInfo(+0.178)
2018-08,60,26,19,0,19,0.0,6,23,False,intents::android_intent_action_MAIN(+0.238); intents::android_intent_category_LAUNCHER(+0.237); interesting_calls::getSystemService(+0.234); api_permissions::android_permission_INTERNET(+0.233); api_permissions::android_permission_READ_CONTACTS(+0.220); app_permissions::name='android_permission_INTERNET'(+0.217); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.213); interesting_calls::Read/Write External Storage(+0.189); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.181); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.181)
2018-08,61,68,26,2,28,0.0714,7,24,False,intents::android_intent_action_MAIN(+0.186); intents::android_intent_category_LAUNCHER(+0.185); interesting_calls::getSystemService(+0.179); api_permissions::android_permission_INTERNET(+0.178); api_permissions::android_permission_READ_CONTACTS(+0.176); app_permissions::name='android_permission_INTERNET'(+0.170); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.169); interesting_calls::getPackageInfo(+0.162); interesting_calls::Read/Write External Storage(+0.160); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.154)
2018-08,62,31,16,1,17,0.0588,6,25,False,intents::android_intent_action_MAIN(+0.209); intents::android_intent_category_LAUNCHER(+0.207); interesting_calls::getSystemService(+0.207); api_permissions::android_permission_INTERNET(+0.207); app_permissions::name='android_permission_INTERNET'(+0.197); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.194); api_permissions::android_permission_READ_CONTACTS(+0.179); app_permissions::name='android_permission_ACCESS_FINE_LOCATION'(+0.177); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.173); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.171)
2018-08,63,21,11,2,13,0.1538,5,26,False,intents::android_intent_category_DEFAULT(+0.256); intents::android_intent_action_MAIN(+0.250); intents::android_intent_category_LAUNCHER(+0.249); interesting_calls::getSystemService(+0.225); api_permissions::android_permission_INTERNET(+0.218); app_permissions::name='android_permission_INTERNET'(+0.215); interesting_calls::printStackTrace(+0.191); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.182); intents::android_intent_action_VIEW(+0.182); interesting_calls::getPackageInfo(+0.180)
2018-08,64,10,8,0,8,0.0,2,27,False,intents::android_intent_action_MAIN(+0.255); intents::android_intent_category_LAUNCHER(+0.253); interesting_calls::getSystemService(+0.236); api_permissions::android_permission_INTERNET(+0.235); app_permissions::name='android_permission_INTERNET'(+0.226); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.205); api_permissions::android_permission_READ_CONTACTS(+0.204); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.184); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.182); api_calls::android/content/ContentResolver;->query(+0.170)
2018-08,65,18,10,0,10,0.0,2,28,False,api_calls::android/app/NotificationManager;->notify(+0.200); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.199); api_permissions::android_permission_VIBRATE(+0.197); intents::android_intent_action_MAIN(+0.194); intents::android_intent_category_LAUNCHER(+0.194); interesting_calls::getSystemService(+0.187); app_permissions::name='android_permission_INTERNET'(+0.186); api_permissions::android_permission_INTERNET(+0.183); interesting_calls::getPackageInfo(+0.180); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.177)
2018-08,66,14,13,0,13,0.0,1,29,False,api_permissions::android_permission_WAKE_LOCK(+0.236); intents::android_intent_action_MAIN(+0.214); intents::android_intent_category_DEFAULT(+0.213); api_calls::android/media/MediaPlayer;->start(+0.213); intents::android_intent_category_LAUNCHER(+0.211); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.199); interesting_calls::getSystemService(+0.198); app_permissions::name='android_permission_VIBRATE'(+0.190); api_permissions::android_permission_INTERNET(+0.187); app_permissions::name='android_permission_RECEIVE_BOOT_COMPLETED'(+0.173)
2018-08,67,17,15,1,16,0.0625,1,30,False,intents::android_intent_action_MAIN(+0.232); intents::android_intent_category_LAUNCHER(+0.231); app_permissions::name='android_permission_INTERNET'(+0.227); api_permissions::android_permission_INTERNET(+0.216); interesting_calls::getSystemService(+0.216); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.198); interesting_calls::getPackageInfo(+0.192); api_permissions::android_permission_READ_PHONE_STATE(+0.189); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.184); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.167)
2018-08,68,15,11,4,15,0.2667,0,31,True,intents::android_intent_action_MAIN(+0.250); intents::android_intent_category_LAUNCHER(+0.248); app_permissions::name='android_permission_INTERNET'(+0.233); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.232); interesting_calls::getSystemService(+0.212); api_permissions::android_permission_INTERNET(+0.209); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.206); app_permissions::name='android_permission_WAKE_LOCK'(+0.198); interesting_calls::printStackTrace(+0.195); interesting_calls::getPackageInfo(+0.180)
2018-09,0,53131,17653,283,17936,0.0158,33,0,False,interesting_calls::Obfuscation(Base64)(+0.171); interesting_calls::getPackageInfo(+0.170); api_permissions::android_permission_VIBRATE(+0.165); api_permissions::android_permission_WAKE_LOCK(+0.163); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.160); interesting_calls::getSystemService(+0.156); api_permissions::android_permission_INTERNET(+0.156); intents::android_intent_action_MAIN(+0.154); intents::android_intent_category_LAUNCHER(+0.153); app_permissions::name='android_permission_INTERNET'(+0.153)
2018-09,1,6163,4509,110,4619,0.0238,32,0,False,intents::android_intent_action_MAIN(+0.194); intents::android_intent_category_LAUNCHER(+0.193); interesting_calls::getSystemService(+0.193); api_permissions::android_permission_INTERNET(+0.191); app_permissions::name='android_permission_INTERNET'(+0.189); api_permissions::android_permission_VIBRATE(+0.187); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.182); interesting_calls::getPackageInfo(+0.182); interesting_calls::Read/Write External Storage(+0.175); interesting_calls::printStackTrace(+0.175)
2018-09,2,1947,1832,5,1837,0.0027,26,0,False,intents::android_intent_action_MAIN(+0.210); intents::android_intent_category_LAUNCHER(+0.210); app_permissions::name='android_permission_INTERNET'(+0.208); api_permissions::android_permission_INTERNET(+0.205); interesting_calls::getSystemService(+0.203); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.194); activities::com_google_ads_AdActivity(+0.192); api_calls::android/content/ContentResolver;->query(+0.191); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.191); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.190)
2018-09,3,10964,7015,429,7444,0.0576,33,0,False,urls::http://plus_google_com/(+0.164); urls::http://schemas_android_com/apk/lib/com_google_android_gms_plus(+0.159); interesting_calls::getSystemService(+0.158); api_permissions::android_permission_INTERNET(+0.158); intents::android_intent_action_MAIN(+0.158); urls::https://www_googleapis_com/auth/games_firstparty(+0.158); urls::https://www_googleapis_com/auth/games(+0.158); urls::https://www_googleapis_com/auth/appstate(+0.158); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.157); intents::android_intent_category_LAUNCHER(+0.157)
2018-09,4,5090,2652,6,2658,0.0023,32,0,False,api_permissions::android_permission_WAKE_LOCK(+0.272); interesting_calls::Read/Write External Storage(+0.266); api_calls::android/os/PowerManager$WakeLock;->acquire(+0.262); interesting_calls::getSystemService(+0.256); api_permissions::android_permission_INTERNET(+0.254); intents::android_intent_action_MAIN(+0.252); intents::android_intent_category_LAUNCHER(+0.252); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.241); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.239); api_calls::android/content/Context;->startActivity(+0.232)
2018-09,5,3403,2589,12,2601,0.0046,32,0,False,api_calls::android/app/Activity;->startActivity(+0.268); interesting_calls::printStackTrace(+0.253); intents::android_intent_action_MAIN(+0.249); intents::android_intent_category_LAUNCHER(+0.248); interesting_calls::Read/Write External Storage(+0.243); api_permissions::android_permission_INTERNET(+0.239); interesting_calls::getSystemService(+0.239); app_permissions::name='android_permission_INTERNET'(+0.224); api_permissions::android_permission_READ_CONTACTS(+0.216); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.208)
2018-09,6,7562,4733,648,5381,0.1204,33,0,False,intents::android_intent_action_MAIN(+0.229); intents::android_intent_category_LAUNCHER(+0.228); interesting_calls::getSystemService(+0.228); api_permissions::android_permission_INTERNET(+0.227); interesting_calls::Read/Write External Storage(+0.213); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.213); app_permissions::name='android_permission_INTERNET'(+0.212); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.190); api_permissions::android_permission_WAKE_LOCK(+0.188); interesting_calls::getPackageInfo(+0.183)
2018-09,7,10825,7240,267,7507,0.0356,33,0,False,api_permissions::android_permission_READ_CONTACTS(+0.148); api_permissions::android_permission_VIBRATE(+0.147); urls::https://www_googletagmanager_com(+0.147); urls::http://www_google_com(+0.147); urls::http://hostname/?(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.147); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.147); urls::http://plus_google_com/(+0.147); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.146)
2018-09,8,6068,4483,92,4575,0.0201,33,0,False,intents::android_intent_action_MAIN(+0.243); intents::android_intent_category_LAUNCHER(+0.242); interesting_calls::getSystemService(+0.237); api_permissions::android_permission_INTERNET(+0.233); app_permissions::name='android_permission_INTERNET'(+0.223); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); interesting_calls::printStackTrace(+0.210); interesting_calls::Read/Write External Storage(+0.208); api_permissions::android_permission_WAKE_LOCK(+0.201); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.198)
2018-09,9,3575,3073,54,3127,0.0173,31,0,False,intents::android_intent_action_MAIN(+0.134); intents::android_intent_category_LAUNCHER(+0.132); interesting_calls::getSystemService(+0.132); api_permissions::android_permission_INTERNET(+0.132); app_permissions::name='android_permission_INTERNET'(+0.132); api_permissions::android_permission_READ_CONTACTS(+0.130); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.130); interesting_calls::getPackageInfo(+0.130); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.129); interesting_calls::Obfuscation(Base64)(+0.128)
2018-09,10,3644,2731,65,2796,0.0232,31,0,False,intents::android_intent_action_MAIN(+0.348); intents::android_intent_category_LAUNCHER(+0.346); api_permissions::android_permission_INTERNET(+0.306); interesting_calls::getSystemService(+0.306); app_permissions::name='android_permission_INTERNET'(+0.305); api_calls::android/webkit/WebView(+0.239); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.229); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.226); interesting_calls::getPackageInfo(+0.192); activities::_MainActivity(+0.191)
2018-09,11,5580,3193,422,3615,0.1167,33,0,False,interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.213); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.210); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.210); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.210); interesting_calls::getPackageInfo(+0.209); app_permissions::name='android_permission_INTERNET'(+0.209); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.206); intents::android_intent_action_MAIN(+0.204); intents::android_intent_category_LAUNCHER(+0.204); api_permissions::android_permission_INTERNET(+0.202)
2018-09,12,4372,3496,20,3516,0.0057,33,0,False,api_calls::android/content/ContentResolver;->query(+0.277); api_calls::android/app/Activity;->startActivity(+0.276); intents::android_intent_action_MAIN(+0.271); interesting_calls::getSystemService(+0.271); intents::android_intent_category_LAUNCHER(+0.270); api_permissions::android_permission_READ_CONTACTS(+0.269); api_permissions::android_permission_INTERNET(+0.269); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.261); api_calls::java/net/Socket(+0.261); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.254)
2018-09,13,10048,3710,3522,7232,0.487,32,0,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.191); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.187); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.183); intents::android_intent_action_MAIN(+0.182); intents::android_intent_category_LAUNCHER(+0.182); app_permissions::name='android_permission_INTERNET'(+0.181); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.180); interesting_calls::printStackTrace(+0.176); interesting_calls::getPackageInfo(+0.174); interesting_calls::getSystemService(+0.174)
2018-09,14,1428,1108,168,1276,0.1317,30,0,False,interesting_calls::Obfuscation(Base64)(+0.139); app_permissions::name='android_permission_INTERNET'(+0.138); intents::android_intent_action_MAIN(+0.137); api_permissions::android_permission_INTERNET(+0.137); interesting_calls::getDeviceId(+0.137); intents::android_intent_category_LAUNCHER(+0.137); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.136); interesting_calls::getSystemService(+0.136); api_permissions::android_permission_VIBRATE(+0.136); interesting_calls::getPackageInfo(+0.136)
2018-09,15,4157,3619,50,3669,0.0136,33,0,False,api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.191); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.191); api_permissions::android_permission_READ_CONTACTS(+0.189); intents::android_intent_action_MAIN(+0.189); intents::android_intent_category_LAUNCHER(+0.189); urls::http://www_gstatic_com/safa/sdk-core-v40_js\(+0.189); interesting_calls::getSystemService(+0.189); urls::http://media_admob_com/sdk-core-v40_js\(+0.189); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.188)
2018-09,16,3708,3053,70,3123,0.0224,33,0,False,interesting_calls::getPackageInfo(+0.149); interesting_calls::Obfuscation(Base64)(+0.146); app_permissions::name='android_permission_INTERNET'(+0.144); api_permissions::android_permission_READ_CONTACTS(+0.143); intents::android_intent_action_MAIN(+0.142); intents::android_intent_category_LAUNCHER(+0.141); api_permissions::android_permission_INTERNET(+0.141); api_permissions::android_permission_VIBRATE(+0.141); interesting_calls::getSystemService(+0.141); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.141)
2018-09,17,2957,2566,363,2929,0.1239,21,0,False,interesting_calls::getPackageInfo(+0.178); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.168); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.168); interesting_calls::Obfuscation(Base64)(+0.166); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.165); app_permissions::name='android_permission_INTERNET'(+0.163); api_permissions::android_permission_READ_CONTACTS(+0.162); api_permissions::android_permission_INTERNET(+0.161); interesting_calls::getSystemService(+0.160); intents::android_intent_action_MAIN(+0.156)
2018-09,18,401,152,0,152,0.0,27,0,False,api_permissions::android_permission_MANAGE_ACCOUNTS(+0.135); interesting_calls::getPackageInfo(+0.133); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.132); interesting_calls::Read/Write External Storage(+0.124); interesting_calls::HttpPost(+0.124); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.123); intents::android_intent_action_MAIN(+0.122); intents::android_intent_category_LAUNCHER(+0.122); app_permissions::name='android_permission_INTERNET'(+0.121); app_permissions::name='android_permission_ACCESS_FINE_LOCATION'(+0.120)
2018-09,19,5484,110,1683,1793,0.9387,31,0,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.330); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.272); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.245); app_permissions::name='android_permission_WAKE_LOCK'(+0.201); intents::android_intent_category_DEFAULT(+0.196); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.187); app_permissions::name='android_permission_VIBRATE'(+0.177); interesting_calls::printStackTrace(+0.176); app_permissions::name='android_permission_INTERNET'(+0.168); app_permissions::name='android_permission_ACCESS_COARSE_LOCATION'(+0.163)
2018-09,20,9344,2552,626,3178,0.197,32,0,False,interesting_calls::getPackageInfo(+0.194); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.190); interesting_calls::getSystemService(+0.186); api_permissions::android_permission_INTERNET(+0.185); interesting_calls::Obfuscation(Base64)(+0.184); intents::android_intent_action_MAIN(+0.183); intents::android_intent_category_LAUNCHER(+0.182); app_permissions::name='android_permission_INTERNET'(+0.177); interesting_calls::Read/Write External Storage(+0.175); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.174)
2018-09,21,668,345,17,362,0.047,30,0,False,interesting_calls::printStackTrace(+0.165); intents::android_intent_category_LAUNCHER(+0.134); intents::android_intent_action_MAIN(+0.134); interesting_calls::getPackageInfo(+0.133); interesting_calls::getSystemService(+0.133); api_permissions::android_permission_INTERNET(+0.132); app_permissions::name='android_permission_INTERNET'(+0.132); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.128); interesting_calls::Read/Write External Storage(+0.128); interesting_calls::Obfuscation(Base64)(+0.128)
2018-09,22,2662,936,4,940,0.0043,31,1,False,api_permissions::android_permission_MANAGE_ACCOUNTS(+0.118); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.113); app_permissions::name='android_permission_WAKE_LOCK'(+0.112); api_permissions::android_permission_WAKE_LOCK(+0.110); interesting_calls::Obfuscation(Base64)(+0.110); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.104); interesting_calls::getDeviceId(+0.104); api_calls::android/telephony/TelephonyManager;->getDeviceId(+0.103); interesting_calls::getPackageInfo(+0.101); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.101)
2018-09,23,12119,3793,108,3901,0.0277,31,1,False,api_permissions::android_permission_WAKE_LOCK(+0.168); interesting_calls::getPackageInfo(+0.163); api_permissions::android_permission_VIBRATE(+0.163); intents::android_intent_action_MAIN(+0.157); app_permissions::name='android_permission_INTERNET'(+0.157); interesting_calls::Read/Write External Storage(+0.157); intents::android_intent_category_LAUNCHER(+0.156); api_permissions::android_permission_INTERNET(+0.154); interesting_calls::getSystemService(+0.154); interesting_calls::Obfuscation(Base64)(+0.154)
